wind_code,i_weight
600016.SH,3.962
600019.SH,1.632
600028.SH,1.377
600029.SH,0.764
600030.SH,3.099
600036.SH,6.475
600048.SH,2.268
600050.SH,1.171
600104.SH,2.23
600111.SH,0.542
600309.SH,0.921
600340.SH,0.985
600518.SH,1.144
600519.SH,7.106
600547.SH,0.437
600606.SH,0.624
600837.SH,2.072
600887.SH,3.834
600919.SH,1.035
600958.SH,0.801
600999.SH,0.812
601006.SH,1.061
601088.SH,0.966
601166.SH,4.307
601169.SH,2.056
601186.SH,1.0
601211.SH,1.395
601229.SH,0.253
601288.SH,3.154
601318.SH,15.044
601328.SH,3.446
601336.SH,0.928
601390.SH,0.878
601398.SH,2.984
601601.SH,2.298
601628.SH,0.932
601668.SH,2.808
601669.SH,0.622
601688.SH,1.184
601766.SH,1.536
601800.SH,0.401
601818.SH,1.376
601857.SH,1.079
601878.SH,0.109
601881.SH,0.139
601985.SH,0.656
601988.SH,1.77
601989.SH,1.098
603993.SH,0.371
