wind_code,i_weight
600016.SH,4.509
600028.SH,1.424
600029.SH,0.627
600030.SH,3.029
600036.SH,5.849
600048.SH,1.658
600050.SH,1.405
600100.SH,0.547
600104.SH,2.343
600111.SH,0.9
600340.SH,0.81
600485.SH,0.568
600518.SH,1.365
600519.SH,5.363
600547.SH,0.526
600606.SH,0.644
600837.SH,2.669
600887.SH,2.781
600919.SH,0.254
600958.SH,1.131
600999.SH,0.909
601006.SH,1.154
601088.SH,0.848
601166.SH,4.91
601169.SH,2.525
601186.SH,1.334
601198.SH,0.442
601211.SH,2.089
601229.SH,0.376
601288.SH,3.145
601318.SH,12.498
601328.SH,3.9
601336.SH,1.063
601390.SH,1.465
601398.SH,2.636
601601.SH,2.382
601628.SH,1.02
601668.SH,3.423
601688.SH,1.442
601766.SH,2.175
601788.SH,0.662
601800.SH,0.559
601818.SH,1.494
601857.SH,0.876
601881.SH,0.171
601901.SH,0.813
601985.SH,0.81
601988.SH,1.832
601989.SH,1.314
