wind_code,i_weight
600016.SH,4.02
600019.SH,1.778
600028.SH,1.349
600029.SH,0.83
600030.SH,2.855
600036.SH,6.259
600048.SH,2.085
600050.SH,1.166
600104.SH,2.361
600111.SH,0.571
600309.SH,0.998
600340.SH,0.882
600518.SH,1.254
600519.SH,7.302
600547.SH,0.386
600606.SH,0.56
600837.SH,1.961
600887.SH,3.95
600919.SH,1.04
600958.SH,0.802
600999.SH,0.783
601006.SH,1.11
601088.SH,0.958
601166.SH,4.458
601169.SH,2.167
601186.SH,0.969
601211.SH,1.343
601229.SH,0.262
601288.SH,3.162
601318.SH,14.7
601328.SH,3.577
601336.SH,0.881
601390.SH,0.853
601398.SH,2.881
601601.SH,2.52
601628.SH,0.896
601668.SH,2.737
601669.SH,0.675
601688.SH,1.131
601766.SH,1.527
601800.SH,0.421
601818.SH,1.375
601857.SH,1.038
601878.SH,0.099
601881.SH,0.131
601985.SH,0.672
601988.SH,1.785
601989.SH,1.095
603993.SH,0.455
