wind_code,i_weight
600016.SH,3.934
600019.SH,1.361
600028.SH,1.41
600029.SH,0.555
600030.SH,3.018
600036.SH,6.694
600048.SH,2.119
600050.SH,1.117
600104.SH,1.98
600111.SH,0.482
600276.SH,3.287
600309.SH,1.077
600340.SH,0.685
600519.SH,6.454
600547.SH,0.457
600585.SH,1.446
600606.SH,0.51
600690.SH,1.143
600703.SH,0.794
600887.SH,3.293
600958.SH,0.751
600999.SH,0.714
601006.SH,1.042
601088.SH,0.844
601166.SH,4.516
601169.SH,1.995
601186.SH,1.15
601211.SH,1.37
601229.SH,1.425
601288.SH,3.109
601318.SH,15.634
601328.SH,3.654
601336.SH,0.841
601360.SH,0.206
601390.SH,0.913
601398.SH,2.613
601601.SH,2.243
601628.SH,0.817
601668.SH,2.754
601688.SH,1.247
601766.SH,1.448
601800.SH,0.411
601818.SH,1.394
601857.SH,1.12
601878.SH,0.069
601881.SH,0.225
601988.SH,1.73
601989.SH,0.882
603993.SH,0.207
